Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Mauritania,MRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,148.473,145.703,142.933,140.3424,137.7518,135.1612,132.5706,129.98,128.1266,126.2732,124.4198,122.5664,120.713,119.519,118.325,117.131,115.937,114.743,114.0508,113.3586,112.6664,111.9742,111.282,110.7404,110.1988,109.6572,109.1156,108.574,107.6504,106.7268,105.8032,104.8796,103.956,103.242,102.528,101.814,101.1,100.386,99.0694,97.7528,96.4362,95.1196,93.803,92.2036,90.6042,89.0048,87.4054,85.806,84.4482,83.0904,81.7326,80.3748,79.017,77.4234,75.8298,74.2362,72.6426,71.049,69.628,68.207,
Mauritius,MUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,127.2472,118.1206,108.994,101.7958,94.5976,87.3994,80.2012,73.003,69.5824,66.1618,62.7412,59.3206,55.9,59.3198,62.7396,66.1594,69.5792,72.999,66.679,60.359,54.039,47.719,41.399,42.0668,42.7346,43.4024,44.0702,44.738,44.3046,43.8712,43.4378,43.0044,42.571,41.3146,40.0582,38.8018,37.5454,36.289,36.3276,36.3662,36.4048,36.4434,36.482,36.1596,35.8372,35.5148,35.1924,34.87,33.5722,32.2744,30.9766,29.6788,28.381,27.8518,27.3226,26.7934,26.2642,25.735,25.2786,24.8222,
Malawi,MWI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,185.5414,186.0942,186.647,187.7134,188.7798,189.8462,190.9126,191.979,193.035,194.091,195.147,196.203,197.259,198.3148,199.3706,200.4264,201.4822,202.538,202.538,202.538,202.538,202.538,202.538,200.6726,198.8072,196.9418,195.0764,193.211,186.4374,179.6638,172.8902,166.1166,159.343,159.6552,159.9674,160.2796,160.5918,160.904,159.866,158.828,157.79,156.752,155.714,155.4768,155.2396,155.0024,154.7652,154.528,152.471,150.414,148.357,146.3,144.243,141.9286,139.6142,137.2998,134.9854,132.671,132.0948,131.5186,
Malaysia,MYS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,78.6396,78.6048,78.57,76.1424,73.7148,71.2872,68.8596,66.432,63.1548,59.8776,56.6004,53.3232,50.046,48.297,46.548,44.799,43.05,41.301,39.0358,36.7706,34.5054,32.2402,29.975,27.9458,25.9166,23.8874,21.8582,19.829,19.6816,19.5342,19.3868,19.2394,19.092,18.2262,17.3604,16.4946,15.6288,14.763,14.4122,14.0614,13.7106,13.3598,13.009,12.9564,12.9038,12.8512,12.7986,12.746,12.8266,12.9072,12.9878,13.0684,13.149,13.202,13.255,13.308,13.361,13.414,13.4668,13.5196,
Namibia,NAM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,103.4226,103.5498,103.677,103.792,103.907,104.022,104.137,104.252,107.6634,111.0748,114.4862,117.8976,121.309,120.3652,119.4214,118.4776,117.5338,116.59,114.491,112.392,110.293,108.194,106.095,105.0762,104.0574,103.0386,102.0198,101.001,99.138,97.275,95.412,93.549,91.686,91.1936,90.7012,90.2088,89.7164,89.224,87.7702,86.3164,84.8626,83.4088,81.955,81.7756,81.5962,81.4168,81.2374,81.058,80.6428,80.2276,79.8124,79.3972,78.982,75.911,72.84,69.769,66.698,63.627,61.632,59.637,
New Caledonia,NCL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,45.316,45.316,45.316,52.925,60.534,68.143,75.752,83.361,82.1036,80.8462,79.5888,78.3314,77.074,79.1728,81.2716,83.3704,85.4692,87.568,83.1548,78.7416,74.3284,69.9152,65.502,61.9208,58.3396,54.7584,51.1772,47.596,46.245,44.894,43.543,42.192,40.841,38.973,37.105,35.237,33.369,31.501,30.1526,28.8042,27.4558,26.1074,24.759,23.986,23.213,22.44,21.667,20.894,20.2538,19.6136,18.9734,18.3332,17.693,17.1204,16.5478,15.9752,15.4026,14.83,14.4552,14.0804,
Niger,NER,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,206.2864,207.4082,208.53,209.3538,210.1776,211.0014,211.8252,212.649,213.4092,214.1694,214.9296,215.6898,216.45,217.679,218.908,220.137,221.366,222.595,223.6654,224.7358,225.8062,226.8766,227.947,227.373,226.799,226.225,225.651,225.077,224.6148,224.1526,223.6904,223.2282,222.766,222.1278,221.4896,220.8514,220.2132,219.575,218.7698,217.9646,217.1594,216.3542,215.549,214.3628,213.1766,211.9904,210.8042,209.618,207.843,206.068,204.293,202.518,200.743,197.902,195.061,192.22,189.379,186.538,183.5134,180.4888,
Nigeria,NGA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,163.956,163.956,163.956,163.5722,163.1884,162.8046,162.4208,162.037,163.2712,164.5054,165.7396,166.9738,168.208,168.9736,169.7392,170.5048,171.2704,172.036,170.7762,169.5164,168.2566,166.9968,165.737,163.5624,161.3878,159.2132,157.0386,154.864,152.5778,150.2916,148.0054,145.7192,143.433,142.0736,140.7142,139.3548,137.9954,136.636,135.3652,134.0944,132.8236,131.5528,130.282,128.8608,127.4396,126.0184,124.5972,123.176,121.9508,120.7256,119.5004,118.2752,117.05,115.106,113.162,111.218,109.274,107.33,105.447,103.564,
Nicaragua,NIC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,178.2796,177.8728,177.466,176.9762,176.4864,175.9966,175.5068,175.017,175.2028,175.3886,175.5744,175.7602,175.946,174.8458,173.7456,172.6454,171.5452,170.445,170.2676,170.0902,169.9128,169.7354,169.558,167.3228,165.0876,162.8524,160.6172,158.382,156.1782,153.9744,151.7706,149.5668,147.363,143.4002,139.4374,135.4746,131.5118,127.549,124.5836,121.6182,118.6528,115.6874,112.722,110.6432,108.5644,106.4856,104.4068,102.328,100.6512,98.9744,97.2976,95.6208,93.944,92.1532,90.3624,88.5716,86.7808,84.99,83.3048,81.6196,
Netherlands,NLD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,17.9102,18.8006,19.691,20.0906,20.4902,20.8898,21.2894,21.689,21.133,20.577,20.021,19.465,18.909,17.169,15.429,13.689,11.949,10.209,9.759,9.309,8.859,8.409,7.959,7.747,7.535,7.323,7.111,6.899,6.9414,6.9838,7.0262,7.0686,7.111,6.9232,6.7354,6.5476,6.3598,6.172,6.3648,6.5576,6.7504,6.9432,7.136,6.7676,6.3992,6.0308,5.6624,5.294,5.1248,4.9556,4.7864,4.6172,4.448,4.316,4.184,4.052,3.92,3.788,3.7028,3.6176,
Norway,NOR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,27.9588,28.1884,28.418,29.0768,29.7356,30.3944,31.0532,31.712,32.035,32.358,32.681,33.004,33.327,31.537,29.747,27.957,26.167,24.377,22.877,21.377,19.877,18.377,16.877,17.067,17.257,17.447,17.637,17.827,17.4112,16.9954,16.5796,16.1638,15.748,15.162,14.576,13.99,13.404,12.818,12.2498,11.6816,11.1134,10.5452,9.977,9.7642,9.5514,9.3386,9.1258,8.913,8.3382,7.7634,7.1886,6.6138,6.039,5.8594,5.6798,5.5002,5.3206,5.141,5.1048,5.0686,
Nepal,NPL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,125.243,125.243,125.243,125.5072,125.7714,126.0356,126.2998,126.564,126.7248,126.8856,127.0464,127.2072,127.368,127.894,128.42,128.946,129.472,129.998,130.276,130.554,130.832,131.11,131.388,131.3778,131.3676,131.3574,131.3472,131.337,131.4412,131.5454,131.6496,131.7538,131.858,130.5036,129.1492,127.7948,126.4404,125.086,121.0428,116.9996,112.9564,108.9132,104.87,101.6756,98.4812,95.2868,92.0924,88.898,86.3322,83.7664,81.2006,78.6348,76.069,73.8794,71.6898,69.5002,67.3106,65.121,64.399,63.677,
Nauru,NRU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,59.432,58.768,58.104,59.8858,61.6676,63.4494,65.2312,67.013,66.6118,66.2106,65.8094,65.4082,65.007,60.7994,56.5918,52.3842,48.1766,43.969,41.7428,39.5166,37.2904,35.0642,32.838,32.6432,32.4484,32.2536,32.0588,31.864,32.1708,32.4776,32.7844,33.0912,33.398,32.6908,31.9836,31.2764,30.5692,29.862,29.2338,28.6056,27.9774,27.3492,26.721,27.397,28.073,28.749,29.425,30.101,28.6666,27.2322,25.7978,24.3634,22.929,22.1972,21.4654,20.7336,20.0018,19.27,18.6046,17.9392,
Oman,OMN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,134.903,134.903,134.903,135.1154,135.3278,135.5402,135.7526,135.965,136.2338,136.5026,136.7714,137.0402,137.309,137.8534,138.3978,138.9422,139.4866,140.031,135.474,130.917,126.36,121.803,117.246,112.5818,107.9176,103.2534,98.5892,93.925,89.7214,85.5178,81.3142,77.1106,72.907,67.0162,61.1254,55.2346,49.3438,43.453,38.9762,34.4994,30.0226,25.5458,21.069,19.5742,18.0794,16.5846,15.0898,13.595,13.8746,14.1542,14.4338,14.7134,14.993,14.6056,14.2182,13.8308,13.4434,13.056,12.6964,12.3368,
Pakistan,PAK,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,112.675,112.675,112.675,112.675,112.675,112.675,112.675,112.675,112.131,111.587,111.043,110.499,109.955,109.4036,108.8522,108.3008,107.7494,107.198,106.4772,105.7564,105.0356,104.3148,103.594,101.914,100.234,98.554,96.874,95.194,92.1586,89.1232,86.0878,83.0524,80.017,76.8746,73.7322,70.5898,67.4474,64.305,61.6674,59.0298,56.3922,53.7546,51.117,49.6102,48.1034,46.5966,45.0898,43.583,43.1674,42.7518,42.3362,41.9206,41.505,40.9644,40.4238,39.8832,39.3426,38.802,38.2106,37.6192,
Panama,PAN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,143.5474,142.6432,141.739,140.982,140.225,139.468,138.711,137.954,136.9948,136.0356,135.0764,134.1172,133.158,131.0418,128.9256,126.8094,124.6932,122.577,120.289,118.001,115.713,113.425,111.137,109.4264,107.7158,106.0052,104.2946,102.584,101.6664,100.7488,99.8312,98.9136,97.996,97.1934,96.3908,95.5882,94.7856,93.983,93.1198,92.2566,91.3934,90.5302,89.667,89.3196,88.9722,88.6248,88.2774,87.93,87.7162,87.5024,87.2886,87.0748,86.861,85.8544,84.8478,83.8412,82.8346,81.828,81.0386,80.2492,
Peru,PER,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,129.6768,128.7744,127.872,125.6316,123.3912,121.1508,118.9104,116.67,113.9634,111.2568,108.5502,105.8436,103.137,101.2146,99.2922,97.3698,95.4474,93.525,92.6312,91.7374,90.8436,89.9498,89.056,88.4478,87.8396,87.2314,86.6232,86.015,84.863,83.711,82.559,81.407,80.255,78.9782,77.7014,76.4246,75.1478,73.871,73.3986,72.9262,72.4538,71.9814,71.509,71.5174,71.5258,71.5342,71.5426,71.551,69.7044,67.8578,66.0112,64.1646,62.318,61.2308,60.1436,59.0564,57.9692,56.882,55.9518,55.0216,
Philippines,PHL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,66.2776,65.7388,65.2,64.3752,63.5504,62.7256,61.9008,61.076,60.0256,58.9752,57.9248,56.8744,55.824,55.4964,55.1688,54.8412,54.5136,54.186,53.6642,53.1424,52.6206,52.0988,51.577,51.2756,50.9742,50.6728,50.3714,50.07,50.2532,50.4364,50.6196,50.8028,50.986,50.6012,50.2164,49.8316,49.4468,49.062,50.024,50.986,51.948,52.91,53.872,54.014,54.156,54.298,54.44,54.582,55.1214,55.6608,56.2002,56.7396,57.279,56.654,56.029,55.404,54.779,54.154,54.7592,55.3644,
Palau,PLW,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,93.8466,93.8508,93.855,93.8408,93.8266,93.8124,93.7982,93.784,94.5446,95.3052,96.0658,96.8264,97.587,96.6806,95.7742,94.8678,93.9614,93.055,92.171,91.287,90.403,89.519,88.635,87.6256,86.6162,85.6068,84.5974,83.588,82.0368,80.4856,78.9344,77.3832,75.832,74.9866,74.1412,73.2958,72.4504,71.605,70.2846,68.9642,67.6438,66.3234,65.003,64.2228,63.4426,62.6624,61.8822,61.102,60.1964,59.2908,58.3852,57.4796,56.574,55.7902,55.0064,54.2226,53.4388,52.655,51.982,51.309,
Poland,POL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,39.672,37.467,35.262,34.453,33.644,32.835,32.026,31.217,30.2398,29.2626,28.2854,27.3082,26.331,27.711,29.091,30.471,31.851,33.231,33.4504,33.6698,33.8892,34.1086,34.328,33.953,33.578,33.203,32.828,32.453,31.835,31.217,30.599,29.981,29.363,27.2972,25.2314,23.1656,21.0998,19.034,18.3252,17.6164,16.9076,16.1988,15.49,15.5802,15.6704,15.7606,15.8508,15.941,15.6194,15.2978,14.9762,14.6546,14.333,13.574,12.815,12.056,11.297,10.538,10.1692,9.8004,
Puerto Rico,PRI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,106.9978,104.8814,102.765,99.6466,96.5282,93.4098,90.2914,87.173,85.6988,84.2246,82.7504,81.2762,79.802,79.6718,79.5416,79.4114,79.2812,79.151,77.2406,75.3302,73.4198,71.5094,69.599,68.9518,68.3046,67.6574,67.0102,66.363,67.727,69.091,70.455,71.819,73.183,73.0264,72.8698,72.7132,72.5566,72.4,71.0032,69.6064,68.2096,66.8128,65.416,62.4532,59.4904,56.5276,53.5648,50.602,49.6004,48.5988,47.5972,46.5956,45.594,42.2948,38.9956,35.6964,32.3972,29.098,28.3068,27.5156,
"Korea, Dem. People's Rep.",PRK,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,7.746,7.111,6.476,6.3428,6.2096,6.0764,5.9432,5.81,5.4738,5.1376,4.8014,4.4652,4.129,4.2494,4.3698,4.4902,4.6106,4.731,4.8166,4.9022,4.9878,5.0734,5.159,4.761,4.363,3.965,3.567,3.169,2.8862,2.6034,2.3206,2.0378,1.755,1.6532,1.5514,1.4496,1.3478,1.246,1.1888,1.1316,1.0744,1.0172,0.96,0.8928,0.8256,0.7584,0.6912,0.624,0.561,0.498,0.435,0.372,0.309,0.3038,0.2986,0.2934,0.2882,0.283,0.286,0.289,
Portugal,PRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,26.9002,26.9516,27.003,27.5678,28.1326,28.6974,29.2622,29.827,30.2476,30.6682,31.0888,31.5094,31.93,33.2244,34.5188,35.8132,37.1076,38.402,38.2996,38.1972,38.0948,37.9924,37.89,35.9072,33.9244,31.9416,29.9588,27.976,26.7498,25.5236,24.2974,23.0712,21.845,21.5594,21.2738,20.9882,20.7026,20.417,20.3734,20.3298,20.2862,20.2426,20.199,19.4064,18.6138,17.8212,17.0286,16.236,15.2716,14.3072,13.3428,12.3784,11.414,10.8072,10.2004,9.5936,8.9868,8.38,8.0012,7.6224,
Paraguay,PRY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,102.698,102.311,101.924,101.62,101.316,101.012,100.708,100.404,99.9726,99.5412,99.1098,98.6784,98.247,97.9728,97.6986,97.4244,97.1502,96.876,96.6252,96.3744,96.1236,95.8728,95.622,95.0698,94.5176,93.9654,93.4132,92.861,92.7696,92.6782,92.5868,92.4954,92.404,91.967,91.53,91.093,90.656,90.219,89.1294,88.0398,86.9502,85.8606,84.771,83.4868,82.2026,80.9184,79.6342,78.35,77.2654,76.1808,75.0962,74.0116,72.927,72.4424,71.9578,71.4732,70.9886,70.504,70.1824,69.8608,
West Bank and Gaza,PSE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,111.26,113.026,114.792,114.7894,114.7868,114.7842,114.7816,114.779,113.908,113.037,112.166,111.295,110.424,110.0946,109.7652,109.4358,109.1064,108.777,106.446,104.115,101.784,99.453,97.122,97.699,98.276,98.853,99.43,100.007,102.023,104.039,106.055,108.071,110.087,107.4704,104.8538,102.2372,99.6206,97.004,91.7128,86.4216,81.1304,75.8392,70.548,69.6038,68.6596,67.7154,66.7712,65.827,64.82,63.813,62.806,61.799,60.792,59.1868,57.5816,55.9764,54.3712,52.766,51.8828,50.9996,
French Polynesia,PYF,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,111.0902,109.4146,107.739,106.7916,105.8442,104.8968,103.9494,103.002,101.6488,100.2956,98.9424,97.5892,96.236,93.7456,91.2552,88.7648,86.2744,83.784,82.1436,80.5032,78.8628,77.2224,75.582,74.9118,74.2416,73.5714,72.9012,72.231,69.1644,66.0978,63.0312,59.9646,56.898,55.3558,53.8136,52.2714,50.7292,49.187,48.5936,48.0002,47.4068,46.8134,46.22,45.2724,44.3248,43.3772,42.4296,41.482,41.4174,41.3528,41.2882,41.2236,41.159,40.6648,40.1706,39.6764,39.1822,38.688,38.487,38.286,
Qatar,QAT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,90.7732,90.1964,89.6196,89.0428,88.466,86.7622,85.0584,83.3546,81.6508,79.947,78.2432,76.5394,74.8356,73.1318,71.428,68.6758,65.9236,63.1714,60.4192,57.667,54.9346,52.2022,49.4698,46.7374,44.005,39.756,35.507,31.258,27.009,22.76,22.0018,21.2436,20.4854,19.7272,18.969,18.224,17.479,16.734,15.989,15.244,14.4488,13.6536,12.8584,12.0632,11.268,10.9988,10.7296,10.4604,10.1912,9.922,9.5896,9.2572,
Romania,ROU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,55.0802,55.3036,55.527,57.891,60.255,62.619,64.983,67.347,66.7384,66.1298,65.5212,64.9126,64.304,66.0194,67.7348,69.4502,71.1656,72.881,70.8752,68.8694,66.8636,64.8578,62.852,61.9752,61.0984,60.2216,59.3448,58.468,56.2214,53.9748,51.7282,49.4816,47.235,45.8518,44.4686,43.0854,41.7022,40.319,39.349,38.379,37.409,36.439,35.469,36.7016,37.9342,39.1668,40.3994,41.632,40.6178,39.6036,38.5894,37.5752,36.561,36.491,36.421,36.351,36.281,36.211,35.535,34.859,
Russian Federation,RUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,27.8518,28.1344,28.417,28.0364,27.6558,27.2752,26.8946,26.514,27.6366,28.7592,29.8818,31.0044,32.127,33.626,35.125,36.624,38.123,39.622,40.7534,41.8848,43.0162,44.1476,45.279,46.0596,46.8402,47.6208,48.4014,49.182,49.71,50.238,50.766,51.294,51.822,48.4678,45.1136,41.7594,38.4052,35.051,33.5634,32.0758,30.5882,29.1006,27.613,28.019,28.425,28.831,29.237,29.643,28.9984,28.3538,27.7092,27.0646,26.42,25.2758,24.1316,22.9874,21.8432,20.699,19.6196,18.5402,
Rwanda,RWA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,74.1108,74.2014,74.292,74.292,74.292,74.292,74.292,74.292,74.4442,74.5964,74.7486,74.9008,75.053,75.3212,75.5894,75.8576,76.1258,76.394,76.2908,76.1876,76.0844,75.9812,75.878,74.7426,73.6072,72.4718,71.3364,70.201,67.9056,65.6102,63.3148,61.0194,58.724,57.5046,56.2852,55.0658,53.8464,52.627,51.4176,50.2082,48.9988,47.7894,46.58,45.348,44.116,42.884,41.652,40.42,40.445,40.47,40.495,40.52,40.545,40.2588,39.9726,39.6864,39.4002,39.114,38.852,38.59,
Saudi Arabia,SAU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,124.1404,124.4222,124.704,124.704,124.704,124.704,124.704,124.704,124.845,124.986,125.127,125.268,125.409,125.3402,125.2714,125.2026,125.1338,125.065,123.6648,122.2646,120.8644,119.4642,118.064,111.3816,104.6992,98.0168,91.3344,84.652,79.694,74.736,69.778,64.82,59.862,55.1724,50.4828,45.7932,41.1036,36.414,33.3826,30.3512,27.3198,24.2884,21.257,19.4694,17.6818,15.8942,14.1066,12.319,11.9372,11.5554,11.1736,10.7918,10.41,9.7928,9.1756,8.5584,7.9412,7.324,7.097,6.87,
Sudan,SDN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,147.4322,147.8716,148.311,148.7988,149.2866,149.7744,150.2622,150.75,150.9214,151.0928,151.2642,151.4356,151.607,146.881,142.155,137.429,132.703,127.977,124.857,121.737,118.617,115.497,112.377,110.2054,108.0338,105.8622,103.6906,101.519,102.8248,104.1306,105.4364,106.7422,108.048,108.6112,109.1744,109.7376,110.3008,110.864,112.6938,114.5236,116.3534,118.1832,120.013,118.0844,116.1558,114.2272,112.2986,110.37,104.2976,98.2252,92.1528,86.0804,80.008,76.805,73.602,70.399,67.196,63.993,60.796,57.599,
Senegal,SEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,194.95,195.114,195.278,194.6532,194.0284,193.4036,192.7788,192.154,190.6402,189.1264,187.6126,186.0988,184.585,183.0336,181.4822,179.9308,178.3794,176.828,174.8386,172.8492,170.8598,168.8704,166.881,162.0896,157.2982,152.5068,147.7154,142.924,138.9654,135.0068,131.0482,127.0896,123.131,120.4522,117.7734,115.0946,112.4158,109.737,107.8488,105.9606,104.0724,102.1842,100.296,98.9416,97.5872,96.2328,94.8784,93.524,91.5394,89.5548,87.5702,85.5856,83.601,81.4258,79.2506,77.0754,74.9002,72.725,70.716,68.707,
Singapore,SGP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,57.6168,50.8234,44.03,41.6246,39.2192,36.8138,34.4084,32.003,30.6728,29.3426,28.0124,26.6822,25.352,22.6816,20.0112,17.3408,14.6704,12,11.8022,11.6044,11.4066,11.2088,11.011,10.399,9.787,9.175,8.563,7.951,7.9386,7.9262,7.9138,7.9014,7.889,7.7994,7.7098,7.6202,7.5306,7.441,7.461,7.481,7.501,7.521,7.541,7.225,6.909,6.593,6.277,5.961,5.5506,5.1402,4.7298,4.3194,3.909,3.8332,3.7574,3.6816,3.6058,3.53,3.5134,3.4968,
Solomon Islands,SLB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,52.416,52.416,52.416,52.6436,52.8712,53.0988,53.3264,53.554,71.3386,89.1232,106.9078,124.6924,142.477,139.9178,137.3586,134.7994,132.2402,129.681,125.8006,121.9202,118.0398,114.1594,110.279,108.002,105.725,103.448,101.171,98.894,96.0674,93.2408,90.4142,87.5876,84.761,82.0334,79.3058,76.5782,73.8506,71.123,70.921,70.719,70.517,70.315,70.113,68.6146,67.1162,65.6178,64.1194,62.621,65.6974,68.7738,71.8502,74.9266,78.003,78.003,78.003,78.003,78.003,78.003,78.4116,78.8202,
Sierra Leone,SLE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,193.6694,195.0542,196.439,197.4668,198.4946,199.5224,200.5502,201.578,202.5304,203.4828,204.4352,205.3876,206.34,206.848,207.356,207.864,208.372,208.88,209.3582,209.8364,210.3146,210.7928,211.271,207.4606,203.6502,199.8398,196.0294,192.219,189.3384,186.4578,183.5772,180.6966,177.816,175.4766,173.1372,170.7978,168.4584,166.119,164.3844,162.6498,160.9152,159.1806,157.446,155.1738,152.9016,150.6294,148.3572,146.085,142.1864,138.2878,134.3892,130.4906,126.592,123.8392,121.0864,118.3336,115.5808,112.828,110.2282,107.6284,
El Salvador,SLV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,144.3768,144.6804,144.984,143.8154,142.6468,141.4782,140.3096,139.141,138.218,137.295,136.372,135.449,134.526,133.6742,132.8224,131.9706,131.1188,130.267,128.1184,125.9698,123.8212,121.6726,119.524,117.2536,114.9832,112.7128,110.4424,108.172,106.7776,105.3832,103.9888,102.5944,101.2,99.9924,98.7848,97.5772,96.3696,95.162,93.862,92.562,91.262,89.962,88.662,87.4288,86.1956,84.9624,83.7292,82.496,80.6998,78.9036,77.1074,75.3112,73.515,72.7038,71.8926,71.0814,70.2702,69.459,68.6136,67.7682,
San Marino,SMR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,55.389,55.389,55.389,55.389,55.389,55.389,55.389,55.389,55.1598,54.9306,54.7014,54.4722,54.243,54.0902,53.9374,53.7846,53.6318,53.479,53.586,53.693,53.8,53.907,54.014,58.5646,63.1152,67.6658,72.2164,76.767,81.7596,86.7522,91.7448,96.7374,101.73,106.705,111.68,116.655,121.63,126.605,126.7596,126.9142,127.0688,127.2234,127.378,127.326,127.274,127.222,127.17,127.118,123.7696,120.4212,117.0728,113.7244,110.376,108.3178,106.2596,104.2014,102.1432,100.085,97.6452,95.2054,
Serbia,SRB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,65.0296,65.6718,66.314,66.77,67.226,67.682,68.138,68.594,67.8824,67.1708,66.4592,65.7476,65.036,64.1804,63.3248,62.4692,61.6136,60.758,59.2414,57.7248,56.2082,54.6916,53.175,51.7846,50.3942,49.0038,47.6134,46.223,44.185,42.147,40.109,38.071,36.033,34.7008,33.3686,32.0364,30.7042,29.372,28.616,27.86,27.104,26.348,25.592,24.934,24.276,23.618,22.96,22.302,21.5944,20.8868,20.1792,19.4716,18.764,17.9524,17.1408,16.3292,15.5176,14.706,14.1444,13.5828,
South Sudan,SSD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,144.022,144.236,144.45,144.878,145.306,145.734,146.162,146.59,146.7764,146.9628,147.1492,147.3356,147.522,147.2754,147.0288,146.7822,146.5356,146.289,145.4112,144.5334,143.6556,142.7778,141.9,141.7688,141.6376,141.5064,141.3752,141.244,140.207,139.17,138.133,137.096,136.059,134.8096,133.5602,132.3108,131.0614,129.812,127.8256,125.8392,123.8528,121.8664,119.88,115.5712,111.2624,106.9536,102.6448,98.336,94.2836,90.2312,86.1788,82.1264,78.074,74.8672,71.6604,68.4536,65.2468,62.04,59.4332,56.8264,
Sao Tome and Principe,STP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,131.46,131.88,132.3,132.72,133.14,133.56,133.98,134.4,134.8852,135.3704,135.8556,136.3408,136.826,136.7398,136.6536,136.5674,136.4812,136.395,136.435,136.475,136.515,136.555,136.595,135.366,134.137,132.908,131.679,130.45,129.2278,128.0056,126.7834,125.5612,124.339,122.6536,120.9682,119.2828,117.5974,115.912,114.9172,113.9224,112.9276,111.9328,110.938,109.9428,108.9476,107.9524,106.9572,105.962,104.8588,103.7556,102.6524,101.5492,100.446,99.2788,98.1116,96.9444,95.7772,94.61,93.3376,92.0652,
